"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Mar 16 22:09:54 YEKT 2024","Sat Mar 16 22:10:09 YEKT 2024","15754","","junit.TestBankRF","","junit.TestBankRF","career","career()",""
